"","BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.DATE","high.end"
"170",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",740,49,NA,"C6","332 WEST 17TH STREET, 3E","",10011,0,0,0,"0","0",1900,2,"C6","11/27/2018","0"
"171",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",740,50,NA,"C6","334 WEST 17TH STREET, BW","",10011,0,0,0,"0","0",1900,2,"C6","03/28/2019","0"
"172",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",741,41,NA,"C6","310 WEST 18TH STREET, 1A","",10011,0,0,0,"0","0",1900,2,"C6","02/04/2019","0"
"175",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",743,80,NA,"C6","360 WEST 20TH STREET, 3F","",10011,0,0,0,"0","0",1920,2,"C6","07/30/2019","0"
"176",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",743,80,NA,"C6","362 W 20TH STREET, 2","",10011,0,0,0,"0","0",1920,2,"C6","03/18/2019","0"
"177",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",743,80,NA,"C6","362 WEST 20TH STREET, 4","",10011,0,0,0,"0","0",1920,2,"C6","12/19/2018","0"
"178",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,3,NA,"C6","360 WEST 21ST STREET, 5E","",10011,0,0,0,"0","0",1940,2,"C6","09/23/2019","0"
"179",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,3,NA,"C6","360 WEST 21 STREET, 1A","",10011,0,0,0,"0","0",1940,2,"C6","05/31/2019","0"
"180",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,18,NA,"C6","337 WEST 20TH STREET, 1A","",10011,0,0,0,"0","0",1850,2,"C6","03/13/2019","0"
"181",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,32,NA,"C6","309 WEST 20TH STREET, 5F","",10011,0,0,0,"0","0",1850,2,"C6","05/02/2019","0"
"182",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,32,NA,"C6","307 WEST 20, 4F","",10011,0,0,0,"0","0",1850,2,"C6","02/04/2019","0"
"183",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,63,NA,"C6","342 WEST 21ST STREET, 2D","",10011,0,0,0,"0","0",1940,2,"C6","08/14/2019","0"
"185",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,63,NA,"C6","342 WEST 21ST STREET, 1B","",10011,0,0,0,"0","0",1940,2,"C6","06/14/2019","0"
"186",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,63,NA,"C6","342 WEST 21ST STREET, 2C","",10011,0,0,0,"0","0",1940,2,"C6","06/06/2019","0"
"187",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,63,NA,"C6","342 WEST 21ST STREET, 5A","",10011,0,0,0,"0","0",1940,2,"C6","05/24/2019","0"
"188",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",744,63,NA,"C6","342 WEST 21ST, A","",10011,0,0,0,"0","0",1940,2,"C6","11/08/2018","0"
"189",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",745,12,NA,"C6","345 W 21ST ST, 5C","",10011,0,0,0,"0","0",1920,2,"C6","01/31/2019","0"
"190",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",745,16,NA,"C6","335 WEST 21ST STREET, 2FE","",10011,0,0,0,"0","0",1920,2,"C6","01/15/2019","0"
"191",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",745,19,NA,"C6","329 WEST 21ST STREET, 4R","",10011,0,0,0,"0","0",1900,2,"C6","02/04/2019","0"
"192",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",745,21,NA,"C6","325 WEST 21 STREET, 9/10","",10011,0,0,0,"0","0",1864,2,"C6","09/19/2019","0"
"193",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",746,12,NA,"C6","347 WEST 22ND STREET, 3","",10011,0,0,0,"0","0",1910,2,"C6","11/14/2018","0"
"194",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",746,72,NA,"C6","356 WEST 23RD STREET, 4B","",10011,0,0,0,"0","0",1910,2,"C6","04/18/2019","0"
"196",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",765,52,NA,"C6","214 WEST 16TH STREET, 3S","",10011,0,0,0,"0","0",1901,2,"C6","06/24/2019","0"
"197",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",765,62,NA,"C6","234 WEST 16TH STREET, 2D","",10011,0,0,0,"0","0",1915,2,"C6","01/30/2019","0"
"198",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",765,62,NA,"C6","234 WEST 16TH STREET, 2B","",10011,0,0,0,"0","0",1915,2,"C6","11/07/2018","0"
"199",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",765,62,NA,"C6","234 WEST 16TH STREET, 1D","",10011,0,0,0,"0","0",1915,2,"C6","10/04/2018","0"
"201",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",770,70,NA,"C6","260 WEST 21ST STREET, 4M","",10011,0,0,0,"0","0",1900,2,"C6","06/04/2019","0"
"202",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",770,70,NA,"C6","256 WEST 21ST STREET, 2B","",10011,0,0,0,"0","0",1900,2,"C6","02/08/2019","0"
"203",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",770,70,NA,"C6","256 WEST 21ST STREET, 2C","",10011,0,0,0,"0","0",1900,2,"C6","10/25/2018","0"
"204",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",772,12,NA,"C6","261 WEST 22ND STREET, 1","",10011,0,0,0,"0","0",1917,2,"C6","09/10/2019","0"
"205",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",772,12,NA,"C6","261 WEST 22ND STREET, 24","",10011,0,0,0,"0","0",1917,2,"C6","08/15/2019","0"
"206",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",772,12,NA,"C6","261 WEST 22ND STREET, 18","",10011,0,0,0,"0","0",1917,2,"C6","07/22/2019","0"
"207",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",772,12,NA,"C6","261 WEST 22ND ST, 33","",10011,0,0,0,"0","0",1917,2,"C6","06/25/2019","0"
"208",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",772,12,NA,"C6","261 WEST 22ND STREET, 2","",10011,0,0,0,"0","0",1917,2,"C6","10/17/2018","0"
"209",1,"CHELSEA","09 COOPS - WALKUP APARTMENTS","2",791,68,NA,"C6","140 WEST 16TH STREET, 5E","",10011,0,0,0,"0","0",1915,2,"C6","10/23/2018","0"
"210",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",694,42,NA,"D4","520 WEST 23RD STREET, 9H","",10011,0,0,0,"0","0",2003,2,"D4","08/08/2019","0"
"212",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",694,42,NA,"D4","520 WEST 23RD STREET, 15F","",10011,0,0,0,"0","0",2003,2,"D4","07/03/2019","0"
"213",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",694,42,NA,"D4","520 WEST 23RD STREET, 14A","",10011,0,0,0,"0","0",2003,2,"D4","06/25/2019","0"
"214",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",694,42,NA,"D4","520 WEST 23RD STREET, 15C","",10011,0,0,0,"0","0",2003,2,"D4","04/24/2019","0"
"215",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",717,9,NA,"D4","453 WEST 19TH STREET, 1A","",10011,0,0,0,"0","0",1983,2,"D4","08/27/2019","0"
"217",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",720,49,NA,"D4","410 WEST 23 STREET, 6F","",10011,0,0,0,"0","0",1920,2,"D4","01/24/2019","0"
"219",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",722,20,NA,"D4","429 WEST 24TH STREET, 4B","",10011,0,0,0,"0","0",1920,2,"D4","09/20/2019","0"
"220",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",722,20,NA,"D4","429 WEST 24TH STREET, 4F","",10011,0,0,0,"0","0",1920,2,"D4","08/29/2019","0"
"221",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",742,22,NA,"D4","319 WEST 18TH ST, 5F","",10011,0,0,0,"0","0",1928,2,"D4","05/15/2019","0"
"222",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",742,22,NA,"D4","319 WEST 18TH ST, 4B","",10011,0,0,0,"0","0",1928,2,"D4","01/18/2019","0"
"223",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",744,1,NA,"D4","365 WEST 20TH STREET, 3D","",10011,0,0,0,"0","0",1928,2,"D4","11/20/2018","0"
"224",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",744,1,NA,"D4","365 WEST 20TH STREET, 12D","",10011,0,0,0,"0","0",1928,2,"D4","11/20/2018","0"
"225",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",744,1,NA,"D4","365 WEST 20TH STREET, 12C","",10011,0,0,0,"0","0",1928,2,"D4","11/08/2018","0"
"227",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",747,28,NA,"D4","315 WEST 23RD STREET, 23","",10011,0,0,0,"0","0",1926,2,"D4","06/26/2019","0"
"228",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",747,28,NA,"D4","315 WEST 23RD STREET, 8D","",10011,0,0,0,"0","0",1926,2,"D4","03/12/2019","0"
"229",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",747,28,NA,"D4","315 WEST 23RD STREET, 8C","",10011,0,0,0,"0","0",1926,2,"D4","01/09/2019","0"
"230",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",747,28,NA,"D4","315 WEST 23RD STREET, 8A","",10011,0,0,0,"0","0",1926,2,"D4","11/30/2018","0"
"231",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",748,1,NA,"D4","300 WEST 23RD ST, 3-I","",10011,0,0,0,"0","0",1963,2,"D4","08/02/2019","0"
"232",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",748,1,NA,"D4","311 W. 24TH STREET, 11A","",10011,0,0,0,"0","0",1963,2,"D4","05/13/2019","0"
"235",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",748,1,NA,"D4","351 W. 24TH ST., 21B","",10011,0,0,0,"0","0",1963,2,"D4","04/01/2019","0"
"236",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",748,1,NA,"D4","311 W. 24TH ST., 2D","",10011,0,0,0,"0","0",1963,2,"D4","03/21/2019","0"
"238",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",748,1,NA,"D4","311 W. 24TH ST., 14H","",10011,0,0,0,"0","0",1963,2,"D4","03/01/2019","0"
"239",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",748,1,NA,"D4","311 W. 24TH ST., 2B","",10011,0,0,0,"0","0",1963,2,"D4","12/01/2018","0"
"240",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",748,1,NA,"D4","321 W. 24TH ST., 21H","",10011,0,0,0,"0","0",1963,2,"D4","12/01/2018","0"
"241",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",748,1,NA,"D4","321 W. 24TH ST., 1J","",10011,0,0,0,"0","0",1963,2,"D4","11/16/2018","0"
"243",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",749,1,NA,"D4","365 W. 25TH STREET, 13D","",10001,0,0,0,"0","0",1963,2,"D4","05/10/2019","0"
"244",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",749,1,NA,"D4","365 W. 25TH STREET, 16E","",10001,0,0,0,"0","0",1963,2,"D4","03/01/2019","0"
"245",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",749,24,NA,"D4","315 8TH AVE., 20G","",10001,0,0,0,"0","0",1963,2,"D4","01/03/2019","0"
"247",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",751,1,NA,"D4","355 8TH AVE., 6E","",10001,0,0,0,"0","0",1960,2,"D4","03/01/2019","0"
"248",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",751,1,NA,"D4","280 9TH AVENUE, 18C","",10001,0,0,0,"0","0",1960,2,"D4","03/01/2019","0"
"250",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",751,1,NA,"D4","345 8TH AVE., 19E","",10001,0,0,0,"0","0",1960,2,"D4","02/14/2019","0"
"254",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",764,62,NA,"D4","250 WEST 15TH STREET, 5I","",10011,0,0,0,"0","0",1930,2,"D4","06/14/2019","0"
"255",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",764,62,NA,"D4","250 WEST 15TH STREET, 2C","",10011,0,0,0,"0","0",1930,2,"D4","06/03/2019","0"
"256",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",764,62,NA,"D4","250 WEST 15TH STREET, 1H","",10011,0,0,0,"0","0",1930,2,"D4","10/10/2018","0"
"258",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",765,70,NA,"D4","250 WEST 16TH STREET, 3C","",10011,0,0,0,"0","0",1930,2,"D4","06/19/2019","0"
"260",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",766,39,NA,"D4","201 WEST 16TH ST, 4A","",10011,0,0,0,"0","0",1930,2,"D4","09/05/2019","0"
"261",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",766,39,NA,"D4","201 WEST 16TH STREET, 12E","",10011,0,0,0,"0","0",1930,2,"D4","02/05/2019","0"
"262",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",766,53,NA,"D4","214 W 17TH ST, 4B","",10011,0,0,0,"0","0",1900,2,"D4","02/15/2019","1"
"263",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",769,31,NA,"D0","205 WEST 19TH STREET, 8F","",10011,0,0,0,"0","0",1913,2,"D0","10/25/2018","1"
"264",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",769,66,NA,"D4","252 WEST 20TH STREET, 4B","",10011,0,0,0,"0","0",1901,2,"D4","11/14/2018","0"
"268",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",770,48,NA,"D4","210 WEST 21ST STREET, 1FW","",10011,0,0,0,"0","0",1902,2,"D4","01/08/2019","0"
"269",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",770,48,NA,"D4","210 WEST 21ST STREET, 3FE","",10011,0,0,0,"0","0",1902,2,"D4","11/28/2018","0"
"270",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",770,59,NA,"D4","234 WEST 21ST STREET, 45","",10011,0,0,0,"0","0",1913,2,"D4","08/22/2019","0"
"271",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",770,59,NA,"D4","234 WEST 21ST STREET, 55","",10011,0,0,0,"0","0",1913,2,"D4","07/09/2019","0"
"273",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,20,NA,"D4","233 WEST 21ST STREET, 3D","",10011,0,0,0,"0","0",1920,2,"D4","02/08/2019","0"
"274",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,20,NA,"D4","233 WEST 21ST ST, 5E","",10011,0,0,0,"0","0",1920,2,"D4","11/09/2018","0"
"276",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,23,NA,"D4","223 WEST 21ST STREET, 4G","",10011,0,0,0,"0","0",1889,2,"D4","02/12/2019","0"
"278",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST STREET, 5J","",10011,0,0,0,"0","0",1963,2,"D4","09/30/2019","0"
"279",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST STREET, 4B","",10011,0,0,0,"0","0",1963,2,"D4","08/29/2019","0"
"280",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST STREET, 8K","",10011,0,0,0,"0","0",1963,2,"D4","08/01/2019","0"
"281",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 EAST 21ST STREET, 6J","",10011,0,0,0,"0","0",1963,2,"D4","07/29/2019","0"
"282",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST STREET, 5A","",10011,0,0,0,"0","0",1963,2,"D4","06/27/2019","0"
"283",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST STREET, 5D","",10011,0,0,0,"0","0",1963,2,"D4","06/10/2019","0"
"284",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST STREET, 3E","",10011,0,0,0,"0","0",1963,2,"D4","06/06/2019","0"
"285",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST STREET, 15B","",10011,0,0,0,"0","0",1963,2,"D4","05/06/2019","0"
"286",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST ST, 10G","",10011,0,0,0,"0","0",1963,2,"D4","01/04/2019","0"
"288",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",771,38,NA,"D4","201 WEST 21ST STREET, 3H","",10011,0,0,0,"0","0",1963,2,"D4","10/03/2018","0"
"289",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",773,12,NA,"D4","255 WEST 23RD STREET, 6GW","",10011,0,0,0,"0","0",1940,2,"D4","07/19/2019","0"
"290",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",773,12,NA,"D4","250 WEST 24TH STREET, 6FE","",10011,0,0,0,"0","0",1940,2,"D4","03/18/2019","0"
"291",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",773,12,NA,"D4","250 WEST 24TH STREET, 2CE","",10011,0,0,0,"0","0",1940,2,"D4","02/28/2019","0"
"292",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",773,12,NA,"D4","255 WEST 23RD STREET, P1DE","",10011,0,0,0,"0","0",1940,2,"D4","12/18/2018","0"
"293",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",773,12,NA,"D4","250 WEST 24TH STREET, 5GW","",10011,0,0,0,"0","0",1940,2,"D4","10/03/2018","0"
"294",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",774,69,NA,"D4","254 WEST 25TH STREET, 4D","",10001,0,0,0,"0","0",1925,2,"D4","08/23/2019","0"
"295",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",775,22,NA,"D4","225 WEST 25TH STREET, 5H","",10001,0,0,0,"0","0",1939,2,"D4","02/14/2019","0"
"296",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",776,65,NA,"D0","250 WEST 27TH STREET, 6B","",10001,0,0,0,"0","0",1918,2,"D0","04/15/2019","0"
"297",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",776,65,NA,"D0","250 WEST 27TH STREET, 6D","",10001,0,0,0,"0","0",1918,2,"D0","01/30/2019","0"
"298",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",776,65,NA,"D0","250 WEST 27TH STREET, 4E","",10001,0,0,0,"0","0",1918,2,"D0","01/30/2019","0"
"299",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",776,65,NA,"D0","250 WEST 27TH STREET, 4J","",10001,0,0,0,"0","0",1918,2,"D0","12/20/2018","0"
"300",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 7TH AVENUE, 6A","",10011,0,0,0,"0","0",1963,2,"D4","09/18/2019","0"
"301",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 7TH AVENUE, 3K","",10011,0,0,0,"0","0",1963,2,"D4","07/25/2019","0"
"302",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 7TH AVENUE, 7K","",10011,0,0,0,"0","0",1963,2,"D4","06/24/2019","0"
"303",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 SEVENTH AVENUE, 17J","",10011,0,0,0,"0","0",1963,2,"D4","05/28/2019","0"
"304",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 7TH AVENUE, 9B","",10011,0,0,0,"0","0",1963,2,"D4","05/20/2019","0"
"307",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 7TH AVENUE, 11L","",10011,0,0,0,"0","0",1963,2,"D4","01/14/2019","0"
"308",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 SEVENTH AVENUE, 14M","",10011,0,0,0,"0","0",1963,2,"D4","11/28/2018","0"
"309",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 7TH AVENUE, 9-J","",10011,0,0,0,"0","0",1963,2,"D4","11/05/2018","0"
"310",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",790,1,NA,"D4","77 SEVENTH AVENUE, 9M","",10011,0,0,0,"0","0",1963,2,"D4","11/05/2018","0"
"311",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",791,1,NA,"D0","161 WEST 15TH STREET, 6C","",10011,0,0,0,"0","0",1938,2,"D0","09/09/2019","1"
"312",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",791,1,NA,"D0","161 WEST 15 STREET, 4I","",10011,0,0,0,"0","0",1938,2,"D0","07/08/2019","0"
"313",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",791,9,NA,"D0","155 WEST 15TH, 2F","",10011,0,0,0,"0","0",1940,2,"D0","05/31/2019","0"
"314",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",791,13,NA,"D0","147 WEST 15TH STREET, 4N","",10011,0,0,0,"0","0",1923,2,"D0","12/13/2018","1"
"315",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",793,17,NA,"D0","135 WEST 17TH STREET, 2B","",10011,0,0,0,"0","0",1920,2,"D0","04/25/2019","1"
"316",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",793,67,NA,"D0","154 WEST 18TH STREET, 6A","",10011,0,0,0,"0","0",1906,2,"D0","08/29/2019","0"
"319",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",796,1,NA,"D4","165 WEST 20TH STREET, 3G","",10011,0,0,0,"0","0",1938,2,"D4","02/14/2019","0"
"320",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",796,7,NA,"D4","155 WEST 20TH STREET, 4E","",10011,0,0,0,"0","0",1938,2,"D4","07/29/2019","0"
"321",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",797,76,NA,"D4","166 WEST 22ND STREET, 4D","",10011,0,0,0,"0","0",1950,2,"D4","02/25/2019","0"
"322",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",798,17,NA,"D0","147 WEST 22ND STREET, 3N","",10011,0,0,0,"0","0",1909,2,"D0","09/16/2019","0"
"323",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",798,17,NA,"D0","147 WEST 22ND STREET, 10S","",10011,0,0,0,"0","0",1909,2,"D0","07/31/2019","0"
"324",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",798,17,NA,"D0","147 WEST 22ND STREET, 3S","",10011,0,0,0,"0","0",1909,2,"D0","01/30/2019","0"
"325",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",798,71,NA,"D4","148 WEST 23RD STREET, 3G","",10011,0,0,0,"0","0",1910,2,"D4","06/19/2019","0"
"326",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",798,71,NA,"D4","148 WEST 23RD STREET, 8A","",10011,0,0,0,"0","0",1910,2,"D4","04/02/2019","0"
"328",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",798,71,NA,"D4","148 WEST 23RD STREET, 9J","",10011,0,0,0,"0","0",1910,2,"D4","11/05/2018","0"
"329",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",798,71,NA,"D4","148 WEST 23RD STREET, 2G","",10011,0,0,0,"0","0",1910,2,"D4","10/26/2018","0"
"330",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",798,71,NA,"D4","148 WEST 23RD STREET, 9B","",10011,0,0,0,"0","0",1910,2,"D4","10/25/2018","0"
"331",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",802,31,NA,"D0","109 WEST 26TH STREET, 4B","",10001,0,0,0,"0","0",1910,2,"D0","12/18/2018","0"
"332",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",803,14,NA,"D0","143 WEST 27TH STREET, 3F","",10001,0,0,0,"0","0",1910,2,"D0","12/21/2018","1"
"333",1,"CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2",803,14,NA,"D0","143 WEST 27TH STREET, 5","",10001,0,0,0,"0","0",1910,2,"D0","10/30/2018","1"
"334",1,"CHELSEA","12 CONDOS - WALKUP APARTMENTS","2",699,1401,NA,"R2","527 WEST 27TH STREET, 2A","2A",10001,0,0,0,"0","2,558",2015,2,"R2","09/10/2019","1"
"335",1,"CHELSEA","12 CONDOS - WALKUP APARTMENTS","2",699,1405,NA,"R2","527 WEST 27TH STREET, 3A","3A",10001,0,0,0,"0","2,218",2015,2,"R2","08/14/2019","1"
"336",1,"CHELSEA","12 CONDOS - WALKUP APARTMENTS","2",699,1406,NA,"R2","527 WEST 27TH STREET, 3B","3B",10001,0,0,0,"0","758",2015,2,"R2","08/08/2019","0"
"337",1,"CHELSEA","12 CONDOS - WALKUP APARTMENTS","2",699,1411,NA,"R2","527 WEST 27TH STREET, 4C","4C",10001,0,0,0,"0","1,426",2015,2,"R2","09/09/2019","1"
"338",1,"CHELSEA","12 CONDOS - WALKUP APARTMENTS","2",699,1417,NA,"R2","527 WEST 27TH STREET, 6A","6A",10001,0,0,0,"0","2,854",2015,2,"R2","08/05/2019","1"
"339",1,"CHELSEA","12 CONDOS - WALKUP APARTMENTS","2",699,1420,NA,"R2","527 WEST 27TH STREET, 7A","7A",10001,0,0,0,"0","2,828",2015,2,"R2","09/06/2019","1"
"341",1,"CHELSEA","12 CONDOS - WALKUP APARTMENTS","2",699,1434,NA,"R2","527 WEST 27TH STREET, 7S","7S",10001,0,0,0,"0","2,000",2015,2,"R2","08/08/2019","1"
